KHK	LCN1
TRAF6	NASP
DEDD	KHK
DEGS1	SURF4
PNKP	NOL3
ELF3	GANAB
FADS1	PAAF1
ILK	FANCI
RAB17	CHMP6
ELF3	EHF
PELO	ABCD3
CFLAR	SF3B3
GSK3B	DHX36
OSGEP	LAGE3
CDK14	IGHA2
RAB5C	SUN2
PUF60	DDX3X
SAP18	RGS10
TWF2	KRT82
UBAC1	MYH2
CIAO1	CCAR2
ILK	DDX3X
NEK6	SMC3
PUF60	SF3A3
VHL	RHOC
CAB39	EBLN2
NEK6	MCM7
VHL	CNTF
FANCC	EBLN2
EIF1B	EIF3H
MLF2	AIFM1
BZW1	EDEM1
GSK3B	RPF2
USF2	BIRC5
ARRB2	ARRB1
EXT1	OSTF1
STK24	SLMAP
TUSC2	LRBA
ATG12	ATG10
PAAF1	PSMD6
GSTK1	RPN1
NUAK1	IGHA2
ARRB1	DDX27
MED7	FXR2
DGKE	NUDC
RGS20	BOLA1
AP1S1	ARMC6
EIF1B	EIF3I
TWF2	CAPZB
SPOP	DOK2
AURKA	RAB10
TRIP6	STOM
AP1S1	EBLN2
ILK	MMS19
RNPS1	SRRM1
PNKP	LAS1L
DBNL	CDK4
HNF4A	RAD50
KPTN	RAB25
GIPC1	MCM7
BZW1	CMYA5
CASP4	SRPRB
CUL2	STOM
SNAI1	TTC25
VHL	CDK2
AKTIP	PDS5A
RNPS1	CPSF2
CASP4	NUP93
MLF2	ABCD3
MLF2	RGS20
PHB2	MMS19
TRIP6	KCTD5
FADS1	DHCR7
PNKP	NUP93
STK24	APOD
BZW1	DCTN1
MLF2	CIAO1
SAE1	UNC79
SMYD2	CDC37
VHL	FSCN1
DGKE	SET
SNRK	STK16
TRAF6	GANAB
PLRG1	CPVL
BZW1	MAGI1
CCNA1	VPS18
LYAR	DHX9
MEST	ABCD3
PSMD6	TELO2
RNPS1	PRPF3
CDK4	SMC3
MLF2	PMVK
RAB25	AP2S1
CCNH	RADIL
ILK	MYO1D
OSGEP	RAB5C
TWF2	KRT36
RNPS1	AP2B1
RNPS1	KHK
PUF60	MOV10
VHL	RAB1B
RNPS1	SREK1
ARRB1	CCL14
PPM1B	ANXA1
SAP18	DDX3X
TRAF6	DDX3X
BZW1	PREX1
VHL	RBX1
ILK	RSU1
VHL	NEDD8
CDK2	RADIL
ELF3	ISG15
RIOK3	SSR4
RNPS1	PUF60
ENSA	MCM3
RIPK2	PHB2
CDK2	NEDD8
RNPS1	TRA2B
ASF1B	RBBP4
DFFA	HERC1
AKTIP	DCTN1
PAK2	GIT2
CNTF	EIF3E
CHMP6	NXN
LYAR	NAT10
NEK6	NUP93
CNBP	RBMX
DGKE	NUF2
GSTK1	CCAR2
ILK	PARVB
PAK2	MYH10
ARRB1	JAK1
CASP4	SMC1A
CDK4	RPRM
DDX56	DHX57
PPM1B	ANXA2
RIOK3	CALM3
ARRB1	RTF1
NUP98	MOB1A
VHL	CDO1
CIAO1	MCM5
TOR1A	DHCR7
ILK	AUP1
PELO	FANCI
PHB2	DDX20
ELF3	CALR
STK36	ARMC6
DNPEP	KIF4A
TFE3	NEDD8
PHB2	NUP93
RNPS1	SRSF2
ATG12	AUP1
ATG12	SF3A1
ELF3	KRT82
EIF1B	EIF3K
EIF1B	ERH
PAK2	MCM3
ILK	NOC2L
BIN3	ERH
PNKP	DDX20
HNF1A	CALM3
ASF1B	TONSL
CASP4	CDK2
TOR1A	CNIH4
NEK6	XPO5
ILK	COPG1
RNPS1	SF3B3
GSTK1	ZW10
PSMD6	PSMD4
SAP18	NSF
ASF1B	UBXN1
SAP18	EIF3E
LYAR	DDX27
CDK4	DBNL
KPTN	ITFG2
PINX1	CALM3
PHB2	RUNX3
STK24	DDX5
CDK2	CDK15
ELF3	JAK1
CASP4	SMC2
GSTK1	FANCI
PELO	MYO1D
VHL	KNTC1
ARRB2	RAB5C
ILK	PUF60
LYAR	EIF3I
RNPS1	DDX41
PASK	WDR5
RGS20	TXLNA
RNPS1	SRPK2
SGK1	IGHA1
CFLAR	DOK2
NEK6	FANCI
SMYD2	AXIN1
GSTK1	MCM7
PELO	MCM7
GSTK1	MATR3
STK24	G3BP2
