CDK8	MED9	1
CETN1	CTU1	1
DMPK	LGR4	1
SYNJ2	ITSN2	1
ABCE1	TFAM	1
STAT3	MORC4	1
RPP30	POP1	1
TOP3A	TTF2	1
MAPK3	APOL2	1
BRCA1	ILF3	1
PAK4	TERF1	1
SARNP	TPX2	1
CDK1	TSC1	1
APLP1	PHF10	1
UBXN7	USP9X	1
KIF3B	STK3	1
HTRA4	ZC3H4	1
BEND7	CEP44	1
AES	BAHD1	1
CENPU	PLK2	1
CCDC6	RPTOR	1
FLNC	NAT8L	1
COPB2	KLC4	1
GNAQ	C1QL4	1
CENPC	RBM4	1
NFYC	ESR2	1
RTN1	DERL2	1
SLX4	EGLN3	1
NBN	UBE2B	1
MEOX2	NCALD	1
CUL3	MEPCE	1
KIF11	RNF31	1
ESR2	GSTK1	1
HBP1	DDX27	1
PIN1	CEP76	1
LMNA	ILF2	1
GNS	SULF2	1
REEP5	SGCZ	1
ARRB1	TMOD3	1
CUL3	DDX4	1
MYOD1	ID1	1
CUL7	GLMN	1
ETV6	NID2	1
HHEX	TLE1	1
SMAD2	KAT2B	1
MATR3	SRPK2	1
PRKDC	NCF4	1
NTRK1	CASK	1
SCN2B	KNTC1	1
E2F1	E2F2	1
CDC7	MCM6	1
EIF3H	NCK2	1
WDR36	ABCF2	1
NOMO2	ESR2	1
AP4M1	ACY1	1
UBE2K	BARD1	1
PARP1	HDAC5	1
GPS2	RBPMS	1
ATM	CXXC5	1
SSX2	LYRM7	1
BRCA1	RPTOR	1
EPHA1	XPO4	1
PRDX3	SDHA	1
XPO1	IRAK1	1
ZEB1	CTBP2	1
DYRK2	DYRK4	1
BIRC2	TUFT1	1
PALLD	WDFY2	1
DKC1	MOV10	1
PSMD3	SNW1	1
DDX5	GSK3A	1
RC3H1	CCAR2	1
EIF3A	UNK	1
MCRS1	WBP11	1
ECH1	MED20	1
TPR	RRP12	1
NCF2	CDC42	1
NTRK1	TMX3	1
SMYD2	CELA1	1
CFTR	RCN1	1
EED	SF3A3	1
SPC24	NUF2	1
RRP1	PCBP1	1
BCAR1	EPN1	1
ESR2	DDX56	1
PSME3	SF3B3	1
STAU1	RRAGA	1
FNTB	DHX57	1
MDC1	RPA2	1
RAD21	CTCF	1
FAT1	TAZ	1
XRCC6	SNTA1	1
SHC1	AP2B1	1
WDR1	CDK2	1
STX17	STX5	1
KIF1B	KSR1	1
TRIM9	EXOC1	1
ZAP70	ASB3	1
EGLN3	NOSIP	1
ASIC4	SGPP1	1
UBL4A	TMED2	1
TIRAP	TAB2	1
EGFR	CSK	1
ST5	MYO19	1
PRDX6	GPX4	1
ESR2	AATF	1
CRK	CNDP2	1
GRB2	DCTN1	1
RYR1	ESR2	1
GIPC1	ESR2	1
NMT1	DEFB1	1
MYH9	FCHO2	1
SGTA	AGR3	1
FNTA	STAT2	1
MED4	CD2AP	1
MTCH1	VDAC3	1
HERC2	ENPP1	1
UBC	DCAF5	1
FOXA1	TFAP4	1
MED12	MED11	1
PCF11	RPA1	1
VPS53	EXOC6	1
PCBP1	FAHD1	1
UBXN7	AMFR	1
ZWINT	MLF1	1
CBX5	NIPBL	1
ZYX	USP9X	1
CBLB	CD2AP	1
MDC1	LYAR	1
LARP7	DRG1	1
FYN	PTPRA	1
TULP3	MAPK3	1
CUL7	HYOU1	1
KIF1A	TRAF1	1
ARPC4	UNK	1
RAD21	NPAT	1
ADH7	CAND1	1
CLU	UBC	1
SPAG7	NLE1	1
DDB1	PCGF1	1
DPM1	EGLN3	1
VHL	RALYL	1
CNOT1	ABCF1	1
JAK2	EZH2	1
CHD3	PIAS4	1
CENPA	AURKC	1
SF3B1	LMNA	1
UBXN1	STK26	1
PARP1	CETN1	1
ZWINT	RABL6	1
PLCG1	EPOR	1
STIL	TBK1	1
OPA1	EPHA1	1
NFKB1	NFKB2	1
PPARG	SMAD3	1
PML	RBL2	1
RNF10	UBE2O	1
FLNB	TSHR	1
DVL2	NTRK1	1
MED24	MED6	1
PRG2	FUT11	1
STX7	NOC4L	1
FRS3	CBL	1
NR2C1	RBM39	1
CLU	VHL	1
AIFM1	BRF2	1
PKN3	VPS51	1
HSF2	RBM7	1
TOP2B	ASB3	1
RBBP7	ING2	1
ATG13	ULK1	1
SOAT1	VDAC2	1
RPA1	LIMA1	1
BRCA1	UIMC1	1
BRAF	CDC37	1
FADD	MYD88	1
CDIPT	RNF4	1
SIAH2	PIAS1	1
UBE4A	FAM3C	1
MYC	SMTN	1
VAPB	ABCE1	1
PLCG1	PTPRJ	1
RBM15	RRN3	1
AFF1	SIAH1	1
KIT	JAK3	1
TBP	TAF8	1
PML	KAT6A	1
POC1A	SIAE	1
KAT5	LZTS2	1
SCN2B	PDS5B	1
MSH6	RIOK1	1
RAB7A	XPR1	1
RTN3	RNF4	1
IL1R1	MFAP3	1
CNOT1	MED4	1
MED14	MED10	1
RAB13	RAB8B	1
KIF1A	TRIP6	1
EED	CUL4A	1
IDS	NDST1	1
CUL1	FZR1	1
SAT1	EVA1A	1
LSM6	LSM5	1
OAZ2	NXF1	1
DNM1L	JMJD6	1
ILF2	DDX18	1
